className:BasicUser
71,ZRJRFP20BL,PTTAMLEVAW,69

72,Y5289GHCLB,8JDXYD4V1D,21

73,M7ZUJWQODX,2R8AWRTFIV,66

74,ZJRKPNYHKA,JSRL7DOZU0,64

75,ING1EWBWLP,SSTXXHJ4I1,20

76,2XS8RYYNEQ,Y4AR5KSL1W,59

77,9U197YK5E5,L9QP0X3W7N,24

78,G94XTF161S,RFV3C18UAN,49

79,9UM5UBFWZY,3IM2V7LOSS,96

80,NN344VX64C,791GPR28DW,27

81,B3X6JBR3WG,R5SWHTA0QS,72

82,5W6JVVFQTP,P6ZLTF7UUF,9

83,H6PEIUH81I,XETGH1XYPL,37

84,D1C83KXNDF,5MWYZRENB7,50

85,1G12FFLOK6,F3ZDFNFOKT,57

86,YC117RSKSK,NN5MUKGYEM,96

87,2J0S6VUD99,1N7CD9AIX3,12

88,2V1P40UD9Z,FHV63BIA67,19

89,TLW98KQKFQ,QT4AX8CC4A,99

90,9JVGLGJ82I,057IKFP6PD,80

91,4JYX15GCF7,C7GTCA3WEH,32

92,NIZX61M3XG,O6HFA7STKD,89

93,WKY80ZIFWJ,L6RQA8A4E3,24

94,S0XB9NBDKC,4EP17BZGCE,67

95,A7CA0Y98SZ,FJXDTA70LG,5

96,LGR2BZC7KY,CYUR3UAJZC,13

97,1NY42XOA2P,08WY0VHY96,2

98,HADUCV0P6R,WE7T327JBY,90

99,SJL083D93V,ZFDUNUKZCY,58

100,67E3ZE73KO,7HEZ123E2X,46

101,D66839PHXU,9ALVLG6IYF,16

102,SG2794W2QU,KBE3BI56ER,59

103,W47H2DPV76,ERKUZDB3F3,42

104,HAZ9H2J8BM,TYU5M40G0G,19

105,TXGT3IME3C,9XGP3IHVLF,63

106,5UU3ZYNJKW,PXIXMTQNT7,85

107,HJTAOQSWTV,PBUXDV0DU9,85

108,TQTA71RZ0I,1H2YKA3LI4,63

109,1BAVYAJ80J,989Y2A9QYB,92

110,2MX3192U72,MEH2OTOJ1I,74

111,A92J2ARA34,T3Z8ZM26BQ,37

112,3RW415OQVH,73G1N5U98K,54

113,D72KS3ZHWM,Z1NHSFPAED,57

114,HXWATHLQI7,CF3ZT3TJCY,24

115,94HB2T50E8,4H96KGK8VO,73

116,NPWWTS8L51,BPLI2O80XQ,74

117,D8I843IXIK,QJSVOUOJB6,40

118,JH21XXS1LI,879JQOYYZ0,66

119,WQVF3WN4TQ,WUM41PGHF0,90

120,6BSMSL7F0V,LF0W0HV4AE,91

121,11LNXPZ9RR,TA10PD3KLP,67

122,35KOVIBHVM,FV9FJG856I,17

123,ID2F96LE2U,ZYI86A8BHY,77

124,6EOO1VF64O,PHRU1SIWMZ,9

125,32Q71GNFA4,YTOM9N1ILG,21

126,7FJR0NES0P,48YDL8RAO1,75

127,4U0XDI1FRO,BT55XGPA3I,64

128,JO3V0JYPJH,6OQDUT4XFM,36

129,IB3P2HX1B9,USDUF6CN8D,70

130,HGEFP2CXVN,Y5KBNAG7CA,67

131,IIL5MSOX1K,GJXA5ZJNPU,12

132,QW6X3S266P,6DB972JCJY,99

133,3CRWWASK6T,WPT1VPIS9W,74

134,54KGWB779L,G6EWTPAHSJ,61

135,96JXRHMNBT,JBJ7IHQ99V,35

136,6IQSPEB9IL,RME68ASF3V,56

137,81645ZLIUH,SYJDY3EBDK,38

138,3I1ZEBJG74,GA28QTXUP0,74

139,XE9X52KHOD,0KGETFF0YB,5

140,WMMYRFHJQR,XUXFE2BII9,98

141,T0PZV37OS3,1YYB1W9OXC,93

142,7VC0T9PMER,PCCDV685MK,85

143,8Y658ENFC4,U7BVFN9C3S,5

144,OLLWW8F0AS,L2C97F4V5C,20

145,BX5FARQT92,S22TNVJMFH,42

146,CLIE8WHHFR,8Q4MXQQVQY,20

147,AZ39KPTUUI,Z429LWAC5I,32

148,4LUM8HZE20,ZTHBVPFYGY,62

149,UIIVCNM3QT,VP5FOJXLI4,45

150,1SALU7ZH5N,ZUZKDL053N,29

151,MHEDM5HGRN,73G20IKSPW,63

152,VF65G5L77P,OQFPK5HICS,2

153,NA10SRNCPN,O1X0BIIF96,23

154,U7TMANPMDJ,NDWHFEEXO8,85

155,RBAZRYJX9C,CW23DHORD7,72

156,MDBXBT5DER,V8NC5TXTZF,70

157,DGLR3NC70F,KAEF78BPEN,56

158,4VQYO1HY08,O1AI70GHG3,16

159,OLL7I77UVD,U2FJV42PW4,25

160,9H5IE6AI5H,8UOQJF0G3K,10

161,F54959L5O2,T86PEPYEB6,32

162,05VI02LYBJ,2UF3MAJI6Z,36

163,RPOVRBF0BB,2N1P9J1EH9,18

164,MT1N1V2OP5,EH8IQGWJ0G,96

165,AH9HNOM1RD,ZZGF5XHZQN,32

166,VGYG3GTCF5,Q3HLM1GOGP,63

167,82OS2DUTOT,K2XOBLBUH2,69

168,MIJ583T5AL,J7YXNJYAD9,54

169,0LFBU7LQF4,9W7VTFW4KB,65

170,OIB580XBNT,E3FW6D4N5I,41

171,5RKK1B4DBG,285MCEFWGX,41

172,2K4329XB2Q,O2IS11UHY3,94

173,LML5JJ39Y1,ZUACGPR9BG,5

174,J0OFX3LNUP,R4QQ7T7S03,6

175,DZZIIQULDH,XW5CW60WQS,60

176,DLHZTVI5TQ,LN9FAZ6ON0,4

177,QH4IVOKWG5,JKQ9NSSZ4M,43

178,T0LI67WH3I,D2UWEMR8H7,26

179,NVBDTFXHNY,SOV7QT9YRY,42

180,MWGR6MJFB1,WOGGFJFN18,99

181,QUUO8ZX2RJ,0J4A85VW3N,4

182,L659P0LK4L,ZZP6CWD7WV,35

183,US6FMGGOT0,8V8EXYOS9M,51

184,W7ATOD5IRY,G2Y1O94DTE,89

185,KV1ER2P7ZO,XJ48U6W7DK,15

186,CB13JNIZTP,PHWLMIO7KQ,30

187,2JSS433DIF,Q30ITALIPG,22

188,F9HBIWIXHA,244K1IKOTP,62

189,KJ8O5D2ICZ,5JCWKKRVGU,43

190,AFY96821B3,51V5ZJXMTQ,41

191,FL6U1XR822,N4GKEKO9EA,47

192,B59SQ1UB4J,XEA541PEKK,81

193,IAS7PUV9IN,OQ7EP7CK66,90

194,8TZZGOJS94,3ZX25RVBG9,5

195,V5IYC1P4M3,OO6KQ2HJFL,47

196,JSU0KLTPRI,Z64MXQBDX4,65

197,WBPK1SOZO2,AYVMNY72P5,41

198,5UYSC72LFF,SQ3WRFPS3F,73

199,CQZIJ9K2DK,H9I0Q02ZUV,38

200,IWSH106SRK,WZY2E9J28S,51

201,B5KRU5AOX3,ITM43HBRJO,27

202,WAUJU7M1T6,WD5G1HZH45,12

203,4QNGL8L1IL,YDIP4ZHA7Y,62

204,E7WPRXBALK,OSF1UHCI9B,0

205,KU79W16RSG,7HR0S004LJ,76

206,7BKUCYKSE2,8XW3MZP55F,51

207,3DRLXABQMO,X2IMTXPTDW,97

208,NO9U56GBL9,PDJE72JPXJ,6

209,2OK5NR2CAL,2TTPZS12E5,41

210,APIY9IW4FE,QM6UAYYRPN,96

211,KXWUZYIKRW,SNX28BHOJG,22

212,4HMGX5Y3CL,YSPZ1VDJTN,55

213,XS78I2BWRC,GG0PQKOC2U,47

214,PK35HCHQDE,Z2YHYPHODW,18

215,UISLZKKLYH,03DIHDDBZ4,19

216,N8QNCI14GY,Z7K4CLUS26,12

217,P699V8RMEN,N29GJB8WBT,47

218,RTB62NE1SS,77C8BRORJK,50

219,CLLEKY2JW5,0NX7N7C2VM,56

220,V4Q57IIUTF,1J8PIZ2RZM,51

221,6WHTPBXTMY,Y78QQ5INPU,70

222,C09EYRFIJK,5ABYHILSGU,0

223,HQCLA914TE,J1246HP0TS,32

224,CN2661IW65,J9Z5K62XSO,38

225,0GWJJ4LB61,WCYECKPEHT,21

226,WIA2D8WLWD,BE7MHGWX66,59

227,ADW7A0HVMS,K4GD7WRF6Z,70

228,JYU8125E2R,KWWWFN4DIO,71

229,KU1J1IJTFR,AH51PB8J7M,48

230,TB9ITR2IWC,YK99D3Z9UV,56

231,X9KP05ZL53,KCI0T1AI1R,30

232,TPM661LIJJ,N076BZ32WC,91

233,0INI1JUBY1,2EJEU7S4DO,9

234,VU6ML3SCGP,FON2H8XES1,17

235,VSVVX2Q1K8,SY3EYR5QPC,97

236,RMW05LN94Z,VW7ABL0XAB,31

237,6QX0UXTR2Y,CZHDF852QD,78

238,PI6B6EWFF2,PAXV59AKX4,48

239,CAT7Z76N54,T7TQH0YYT6,34

240,X5XYTSK85R,2JKMINDGG0,77

241,J85DEEXJLW,E7EPE6JGPV,41

242,9M0XIE9NUR,MGUN71VOOW,70

243,U4YMG6DQ49,1ENKVEP69Y,87

244,0F10UCHEX2,B8ZPSCLCH5,91

245,0RVCHCMXGR,O833Z7VV46,33

246,GH0FX4DBE4,228AXFYN95,46

247,RKX95V2FZQ,N9VTJ46TII,61

248,BXVG53B17I,4A5Y7DG1IK,91

249,OOP2NQOL23,1W4PXB2A21,38

className:Song
0,1IS8Z4L1Z2,9,96

1,ZXJFOSNXQF,4,9

2,OAIKBN1QST,6,15

3,73XVCTCB1X,1,80

4,O5OSPE7W3P,5,70

5,WBZMBTPGAD,2,58

6,41U6CNL15Q,9,17

7,9JBOVALSJ8,9,3

8,4ZAIH92KX3,6,64

9,TBTQD34FET,3,77

10,SBU910L62T,0,36

11,NDT6XVTFVO,8,55

12,Q5OQE36LMI,7,19

13,O2S6R04A9G,0,0

14,J7STAHGDFA,5,89

15,M529X0AFNM,5,85

16,DWX5T4UK2O,1,17

17,LNKEBWANJW,5,62

18,75NIF7W7PX,4,37

19,UKULPJD7ZW,6,27

20,Q6D0LEVQCB,9,66

21,RME51I0X77,5,75

22,BZ7ATW7LHD,7,25

23,36WLC9KSN6,8,9

24,EHFQ5AMSLM,6,60

25,GU7PDWQOU5,0,87

26,WPU8WBNF64,8,32

27,QRPG0J7QGA,1,49

28,B4P1QOTJFK,8,45

29,QO6K8UZMYW,9,62

30,GJXK7VYWLC,9,77

31,WWZRLWGGX8,7,34

32,NXRWK12P52,5,17

33,1ILTVHFNRE,6,34

34,4IBCP29ITL,9,29

35,DBLTKQ53CS,7,8

36,KXVP3N4J9F,7,7

37,Z0AD3LWPKB,4,55

38,6VCAI4KMS8,7,79

39,GTOFQYL8JI,8,55

40,Q1A06K2JHB,5,22

41,K3AE4PU07H,9,27

42,7Q8WZRKY0S,5,45

43,3UQIGSVFAG,8,64

44,XGD3XDWJ50,8,41

45,LFTZ04R1JU,3,30

46,9MUPW1J0VL,9,51

47,OQAX6KVD0A,9,1

48,96OFZDND52,8,31

49,THXEQC39HB,2,29

50,43489HT8PT,4,72

51,MEAS75WWWY,1,71

52,XRXYH737VE,2,87

53,IPEYI45917,7,35

54,BLBLOYXGZE,3,49

55,U51S0SEH3F,2,51

56,18N12E80ZK,6,89

57,5RT7QEFDEW,1,34

58,DNJI2TT6CT,5,44

59,K6NVGU2JJ5,6,23

60,8H1Y9FOE4B,6,42

61,4Z7F1Z3M7D,6,56

62,1U7T34DI0B,2,59

63,2467EPVJI7,7,44

64,WXSTBKL4UH,9,42

65,H5K98PY3PM,3,90

66,36HRRNM33R,9,19

67,MTGQZPBV7R,7,26

68,EWK2J6AKKV,7,13

69,C4NG5DVZ8E,6,41

70,JHEAL19LG8,3,87

71,DTU6RW602B,3,86

72,C4035ALA95,5,5

73,2A8SWO8ESR,0,31

74,TYILH7WI3I,9,47

75,BGPGWL6HBS,1,47

76,YOEODJNU0O,2,19

77,2A3CJKITBR,4,44

78,82RGV5KBU1,6,79

79,3HET5N0W6I,3,61

80,R470JUPG7X,4,30

81,1G84EIWBNA,2,5

82,FZXY14UZN5,7,76

83,8T1ALQ5F23,7,70

84,O5RXWMJQU5,5,57

85,60ODDZ76RH,9,58

86,RWZ6FDJM78,2,90

87,M6DAWIGC9G,1,58

88,C2BC65IH86,1,0

89,XMKQWIW7RS,7,19

90,W6JIA4VKSE,8,37

91,CGPC0C8Q1D,3,26

92,7ZP0TFDTB4,4,1

93,V9GDK5RTS7,3,43

94,3UHOUKPSSA,2,31

95,O50MAKLI0P,4,73

96,64F5V40ALA,9,97

97,8Z91O7RVZ5,6,42

98,EESIVFZNDQ,4,70

99,ET6YJK9O71,4,30

100,KU4275BBFZ,7,48

101,LSOFKT5RHK,6,84

102,B3LP5KRMZH,9,4

103,L7QHPQTO2P,3,73

104,53DO57DA79,7,11

105,TWF5IO1EVN,8,38

106,DXB10HBVQV,5,3

107,GDQ2E7DLFM,6,81

108,KXGNXHFS9Z,3,22

109,5MJ08FX8CE,7,14

110,89AYJSH09I,4,8

111,BY7IQBBQ2I,9,77

112,XNNAYZ1G8B,4,67

113,HRIQSUIX5G,6,26

114,HOSACINZCI,0,87

115,FHBKRKE9JJ,0,96

116,3U8HAJ6RYD,7,29

117,G0DZYZV9QN,3,29

118,S7GVBZA8NT,2,50

119,KFY3MTGBO1,1,74

120,HOLTXCRPJX,6,8

121,DLP9D47XSV,4,51

122,B2X7GK513P,3,64

123,NQKKB1IWQV,7,1

124,DH7U3QHW93,5,86

125,PUJ917JY71,6,65

126,TWV1M2BPCW,8,98

127,ML7NH1YU8P,8,49

128,SJ4TMBCMVJ,0,20

129,5QKG1C220J,6,46

130,A5RGDBZE1D,2,6

131,7SDATROCK0,5,74

132,RR25WC1IXO,5,45

133,U6IUU6Q1GH,2,26

134,91JI5TGKN0,6,62

135,I4RYMBOT8X,4,64

136,J3SNJ0TJIT,8,86

137,3SMDIJD4HV,3,73

138,O1PF2ZKMLW,9,5

139,B2AWGPNY7W,8,81

140,ZLLZTWPXS1,9,50

141,LOQTIUTHTK,0,44

142,JQX1IW226V,4,49

143,NV2ZGLTK3R,3,78

144,94QNCYJPI5,4,9

145,8YP58GVZ78,1,66

146,14AI02X1F5,7,38

147,GPZIMBJSEY,7,50

148,5YLW6V4AY2,6,22

149,XBYQIZ7C5C,6,54

150,RNN6ZWTDDS,3,4

151,QA5TB1ZO3R,5,30

152,M2KP0YW391,1,51

153,I8LBJSEFXX,9,20

154,3OBDMK092C,5,91

155,MDMO5UBZ5M,3,7

156,QXEKNPWZ2C,6,35

157,XSQZBFZGPO,7,15

158,GZJDVKLRC8,6,71

159,FPWNP3EJR9,7,35

160,DMX0WFXC79,1,66

161,FTES1EJY50,5,61

162,TM0VJPXH76,0,23

163,WU47KV1GL8,2,90

164,ZWSNZCRN3B,2,29

165,OC2SL70IS5,8,18

166,KMNJ8MKUE4,8,65

167,7KR5PWPUNT,5,24

168,2J5NI9N30L,0,37

169,YHOQ0WFUGF,5,3

170,P536QK303F,4,70

171,R7MFQC6WGD,1,19

172,I830N8CXZ3,9,36

173,FRMQSNUT0Z,9,82

174,KAEDI74LYW,6,51

175,QCM4D39X99,9,98

176,ZQE3TWQT9A,4,37

177,48O19WYS33,9,41

178,AZQ7ZL4KAE,3,78

179,3A2BGETQW8,0,13

180,OIYMLRF6QZ,8,82

181,GT4XFFMZUW,9,96

182,4WMZKT2BZL,5,47

183,WS9T9SLEH8,8,63

184,J5KQWKU2JZ,5,68

185,EQV771E4BM,0,65

186,G30CK4151Z,4,42

187,ILPO10H79K,4,52

188,6OHQ4AV74X,2,80

189,USRP8W6OAG,7,59

190,LZDLFEX5OH,1,91

191,XKB1ESVUBW,8,24

192,I18NNAS0YV,1,11

193,6K109OOMMU,7,66

194,UFKSUEUY54,0,39

195,FKSNZPIBF7,8,82

196,15VXIS6Y8K,7,22

197,0AFTBPJBIN,5,68

198,6AX7M1SXLQ,7,71

199,T6QN8NP5SK,6,68

200,JYAZY2VNK6,7,21

201,48MH2E7JJP,0,12

202,95D47ZGVM8,6,65

203,028S4MPWFI,5,99

204,BHDNNOP3Y5,7,78

205,Z0QV0F56KY,4,98

206,GOO6AN80ND,8,71

207,V2I8T494CG,7,11

208,636ANWZM1D,2,95

209,9S3K79OW70,9,93

210,66MQZV79WK,9,18

211,R8M1OQ8SVK,9,2

212,BY7C1GGG48,1,48

213,JJXFGIMYSW,8,98

214,XXIR1RMV6M,4,1

215,Y4HPE3MS35,5,13

216,23LN8KSO58,4,13

217,8YOMWSU64W,4,32

218,A6UYKLF2ED,6,94

219,G9XW4AFZPC,4,42

220,P95LKVKGM9,3,4

221,03EU2WA5AQ,1,65

222,58C3R057PE,2,30

223,P4RS2SVGWV,8,2

224,6V72CVP82I,4,34

225,SRYVDOVVT3,1,96

226,FRDR5AAJCB,9,88

227,3C53ZLSGOF,9,30

228,39CHAJRDQ8,6,58

229,S7C2HGJQT3,7,2

230,T16HL7UAR2,6,90

231,73J2U4P5PK,3,79

232,JZ9H5T1AHB,6,22

233,NJ2SNWD0IF,8,39

234,7Q6ZN6VIQD,9,59

235,8NF8AYZ6EB,4,29

236,C6R2HUUD4V,2,40

237,WBWKQQ1KLG,5,1

238,REZUQ8J6BW,6,47

239,P2B6T40NE0,3,98

240,COPYJE85MR,3,6

241,49W5LMMANF,8,66

242,O40QPG6130,5,4

243,TUW6X2E7R9,0,54

244,I4B1NLV6T1,2,43

245,OSPFUTJERV,3,74

246,0QNVA7GP2G,2,58

247,FFNREVS1KH,5,13

248,M8N7Z7BWSK,0,92

249,896VV4XHJ4,0,43

className:Session
0,5,9,2019,2019,

1,2,7,2019,2019,

2,28,2,2019,2019,

3,16,2,2019,2019,

4,4,7,2019,2019,

5,3,5,2019,2019,

6,20,10,2019,2019,

7,16,3,2019,2019,

8,28,11,2019,2019,

9,28,1,2019,2019,

10,25,6,2019,2019,

11,22,10,2019,2019,

12,3,9,2019,2019,

13,23,1,2019,2019,

14,6,10,2019,2019,

15,12,11,2019,2019,

16,10,8,2019,2019,

17,13,9,2019,2019,

18,1,1,2019,2019,

19,13,9,2019,2019,

20,25,9,2019,2019,

21,7,2,2019,2019,

22,17,0,2019,2019,

23,27,4,2019,2019,

24,16,4,2019,2019,

25,22,4,2019,2019,

26,26,0,2019,2019,

27,3,8,2019,2019,

28,14,4,2019,2019,

29,19,2,2019,2019,

30,0,3,2019,2019,

31,1,9,2019,2019,

32,19,2,2019,2019,

33,14,4,2019,2019,

34,27,11,2019,2019,

35,18,1,2019,2019,

36,24,3,2019,2019,

37,1,10,2019,2019,

38,28,2,2019,2019,

39,11,5,2019,2019,

40,29,10,2019,2019,

41,20,1,2019,2019,

42,7,10,2019,2019,

43,10,2,2019,2019,

44,17,2,2019,2019,

45,6,5,2019,2019,

46,29,8,2019,2019,

47,12,7,2019,2019,

48,20,9,2019,2019,

49,3,8,2019,2019,

50,12,6,2019,2019,

51,4,6,2019,2019,

52,21,1,2019,2019,

53,26,6,2019,2019,

54,8,2,2019,2019,

55,29,7,2019,2019,

56,24,3,2019,2019,

57,0,9,2019,2019,

58,29,11,2019,2019,

59,4,5,2019,2019,

60,22,4,2019,2019,

61,22,10,2019,2019,

62,28,8,2019,2019,

63,23,2,2019,2019,

64,24,8,2019,2019,

65,15,5,2019,2019,

66,9,0,2019,2019,

67,8,1,2019,2019,

68,17,5,2019,2019,

69,2,4,2019,2019,

70,22,10,2019,2019,

71,10,10,2019,2019,

72,8,6,2019,2019,

73,3,9,2019,2019,

74,20,7,2019,2019,

75,18,7,2019,2019,

76,11,7,2019,2019,

77,0,1,2019,2019,

78,25,4,2019,2019,

79,26,5,2019,2019,

80,29,5,2019,2019,

81,8,10,2019,2019,

82,16,11,2019,2019,

83,11,1,2019,2019,

84,1,9,2019,2019,

85,14,9,2019,2019,

86,26,4,2019,2019,

87,22,3,2019,2019,

88,2,6,2019,2019,

89,29,1,2019,2019,

90,27,7,2019,2019,

91,6,2,2019,2019,

92,0,11,2019,2019,

93,15,9,2019,2019,

94,21,5,2019,2019,

95,8,11,2019,2019,

96,15,7,2019,2019,

97,12,2,2019,2019,

98,6,4,2019,2019,

99,1,8,2019,2019,

100,9,10,2019,2019,

101,20,3,2019,2019,

102,16,6,2019,2019,

103,7,8,2019,2019,

104,16,6,2019,2019,

105,26,3,2019,2019,

106,23,8,2019,2019,

107,1,0,2019,2019,

108,15,2,2019,2019,

109,7,2,2019,2019,

110,26,0,2019,2019,

111,21,7,2019,2019,

112,5,9,2019,2019,

113,3,4,2019,2019,

114,17,10,2019,2019,

115,10,7,2019,2019,

116,12,5,2019,2019,

117,4,9,2019,2019,

118,28,3,2019,2019,

119,29,5,2019,2019,

120,0,4,2019,2019,

121,21,7,2019,2019,

122,13,5,2019,2019,

123,5,6,2019,2019,

124,25,9,2019,2019,

125,19,7,2019,2019,

126,2,0,2019,2019,

127,18,11,2019,2019,

128,23,10,2019,2019,

129,20,0,2019,2019,

130,15,9,2019,2019,

131,29,4,2019,2019,

132,13,5,2019,2019,

133,29,9,2019,2019,

134,1,6,2019,2019,

135,0,1,2019,2019,

136,10,7,2019,2019,

137,16,10,2019,2019,

138,0,7,2019,2019,

139,1,7,2019,2019,

140,27,2,2019,2019,

141,29,11,2019,2019,

142,13,7,2019,2019,

143,26,1,2019,2019,

144,7,0,2019,2019,

145,24,10,2019,2019,

146,27,1,2019,2019,

147,0,7,2019,2019,

148,5,5,2019,2019,

149,24,5,2019,2019,

150,14,6,2019,2019,

151,0,5,2019,2019,

152,23,4,2019,2019,

153,8,0,2019,2019,

154,10,9,2019,2019,

155,22,9,2019,2019,

156,8,5,2019,2019,

157,10,11,2019,2019,

158,15,10,2019,2019,

159,0,10,2019,2019,

160,6,3,2019,2019,

161,29,4,2019,2019,

162,16,8,2019,2019,

163,6,8,2019,2019,

164,17,11,2019,2019,

165,17,6,2019,2019,

166,25,9,2019,2019,

167,7,7,2019,2019,

168,7,9,2019,2019,

169,5,4,2019,2019,

170,9,9,2019,2019,

171,15,5,2019,2019,

172,6,1,2019,2019,

173,6,11,2019,2019,

174,21,9,2019,2019,

175,27,8,2019,2019,

176,20,0,2019,2019,

177,3,2,2019,2019,

178,2,8,2019,2019,

179,18,11,2019,2019,

180,7,7,2019,2019,

181,28,11,2019,2019,

182,28,11,2019,2019,

183,17,8,2019,2019,

184,26,11,2019,2019,

185,20,1,2019,2019,

186,16,5,2019,2019,

187,22,0,2019,2019,

188,13,4,2019,2019,

189,16,8,2019,2019,

190,24,6,2019,2019,

191,14,1,2019,2019,

192,22,7,2019,2019,

193,0,10,2019,2019,

194,28,2,2019,2019,

195,29,8,2019,2019,

196,25,11,2019,2019,

197,23,8,2019,2019,

198,26,2,2019,2019,

199,20,6,2019,2019,

200,22,6,2019,2019,

201,3,4,2019,2019,

202,21,10,2019,2019,

203,4,6,2019,2019,

204,29,6,2019,2019,

205,5,5,2019,2019,

206,18,9,2019,2019,

207,5,6,2019,2019,

208,20,2,2019,2019,

209,0,5,2019,2019,

210,6,3,2019,2019,

211,12,8,2019,2019,

212,13,7,2019,2019,

213,5,0,2019,2019,

214,29,8,2019,2019,

215,16,11,2019,2019,

216,14,11,2019,2019,

217,22,3,2019,2019,

